elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
"<say-as interpret-as=""name"">Nuzhat</say-as>, where did you go?",i went to ride my bike around the park,cycling,4780131f-0946-445a-bdc4-91fedbeadb69,"  memory_name entity     value
1    activity   type  activity
2    activity   name   cycling
3       place   name      park",Match,0.9890059233,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: bike riding.
memory_name: place, entity: name, value: park.","               value
0  physical activity
1        bike riding
2               park","      value
0  activity
1   cycling
2      park","  value _merge
0  park   both","               value      _merge
0  physical activity   left_only
1        bike riding   left_only
2               park        both
3           activity  right_only
4            cycling  right_only",['park'],right_only,0,1,TRUE,Correct,,,
What was it?,i walked at the local shop,local shop,4787793b-01e7-49bd-bd84-45e4925cdb28,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.9567227364,"Information Items:
memory_name: place, entity: type, value: local shop.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0         local shop
1  physical activity
2            walking","               value
0  physical activity
1            walking","               value _merge
0  physical activity   both
1            walking   both","               value     _merge
0         local shop  left_only
1  physical activity       both
2            walking       both","['physical activity', 'walking']",left_only,1,0,FALSE,Correct,,,
What was it?,i walked at the local shop,physical activity,4787793b-01e7-49bd-bd84-45e4925cdb28,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.9567227364,"Information Items:
memory_name: place, entity: type, value: local shop.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0         local shop
1  physical activity
2            walking","               value
0  physical activity
1            walking","               value _merge
0  physical activity   both
1            walking   both","               value     _merge
0         local shop  left_only
1  physical activity       both
2            walking       both","['physical activity', 'walking']",both,1,1,FALSE,Correct,,,
What was it?,i walked at the local shop,walking,4787793b-01e7-49bd-bd84-45e4925cdb28,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.9567227364,"Information Items:
memory_name: place, entity: type, value: local shop.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0         local shop
1  physical activity
2            walking","               value
0  physical activity
1            walking","               value _merge
0  physical activity   both
1            walking   both","               value     _merge
0         local shop  left_only
1  physical activity       both
2            walking       both","['physical activity', 'walking']",both,1,1,FALSE,Correct,,,
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my brother andrew,brother,47b3d3f2-79c7-4e5c-aab6-b3e63a200803,"    memory_name entity    value
0  relationship   type  brother",Match,0.758421123,"Information Items:
memory_name: relationship, entity: type, value: brother.
memory_name: relationship, entity: name, value: Andrew.","     value
0  brother
1   Andrew","     value
0  brother","     value _merge
0  brother   both","     value     _merge
0  brother       both
1   Andrew  left_only",['brother'],both,1,1,TRUE,Correct,With,,
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my brother andrew,Andrew,47b3d3f2-79c7-4e5c-aab6-b3e63a200803,"    memory_name entity    value
0  relationship   type  brother",Match,0.758421123,"Information Items:
memory_name: relationship, entity: type, value: brother.
memory_name: relationship, entity: name, value: Andrew.","     value
0  brother
1   Andrew","     value
0  brother","     value _merge
0  brother   both","     value     _merge
0  brother       both
1   Andrew  left_only",['brother'],left_only,1,0,TRUE,Correct,Brother,,
"If you haven’t yet heard the good word, I can start sharing bible verses with you, from both the old and new testament. Would you like me to start doing this?",i went to church already today,religious activity,47bcb4f8-8534-4c41-b893-14e1cd15f6a6,"  memory_name entity   value
1       place   name  church",Match,0.9733201265,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: attending church.","                value
0  religious activity
1    attending church","    value
0  church","Empty DataFrame
Columns: [value, _merge]
Index: []","                value      _merge
0  religious activity   left_only
1    attending church   left_only
2              church  right_only",[],left_only,1,0,FALSE,Correct,,,
"If you haven’t yet heard the good word, I can start sharing bible verses with you, from both the old and new testament. Would you like me to start doing this?",i went to church already today,attending church,47bcb4f8-8534-4c41-b893-14e1cd15f6a6,"  memory_name entity   value
1       place   name  church",Match,0.9733201265,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: attending church.","                value
0  religious activity
1    attending church","    value
0  church","Empty DataFrame
Columns: [value, _merge]
Index: []","                value      _merge
0  religious activity   left_only
1    attending church   left_only
2              church  right_only",[],left_only,1,0,FALSE,Correct,,,
"If you haven’t yet heard the good word, I can start sharing bible verses with you, from both the old and new testament. Would you like me to start doing this?",i went to church already today,church,47bcb4f8-8534-4c41-b893-14e1cd15f6a6,"  memory_name entity   value
1       place   name  church",Match,0.9733201265,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: attending church.","                value
0  religious activity
1    attending church","    value
0  church","Empty DataFrame
Columns: [value, _merge]
Index: []","                value      _merge
0  religious activity   left_only
1    attending church   left_only
2              church  right_only",[],right_only,0,1,FALSE,Correct,Atended,,
How about we spend some time together?,do you have difficulty hearing your tv,spending time,47d319aa-b15a-47b3-8399-63186d457421,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8483585119,"Information Items:
memory_name: activity, entity: type, value: spending time.
memory_name: issue, entity: type, value: hearing.
memory_name: object, entity: name, value: tv.","           value
0  spending time
1        hearing
2             tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0  spending time   left_only
1        hearing   left_only
2             tv   left_only
3       activity  right_only
4    watching tv  right_only",[],left_only,1,0,TRUE,,,User is asking a question it seems,
How about we spend some time together?,do you have difficulty hearing your tv,hearing,47d319aa-b15a-47b3-8399-63186d457421,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8483585119,"Information Items:
memory_name: activity, entity: type, value: spending time.
memory_name: issue, entity: type, value: hearing.
memory_name: object, entity: name, value: tv.","           value
0  spending time
1        hearing
2             tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0  spending time   left_only
1        hearing   left_only
2             tv   left_only
3       activity  right_only
4    watching tv  right_only",[],left_only,1,0,TRUE,,,,
How about we spend some time together?,do you have difficulty hearing your tv,tv,47d319aa-b15a-47b3-8399-63186d457421,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.8483585119,"Information Items:
memory_name: activity, entity: type, value: spending time.
memory_name: issue, entity: type, value: hearing.
memory_name: object, entity: name, value: tv.","           value
0  spending time
1        hearing
2             tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0  spending time   left_only
1        hearing   left_only
2             tv   left_only
3       activity  right_only
4    watching tv  right_only",[],left_only,1,0,TRUE,,,,
